genres,app_name,item_id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,sin dato,release_date
"['Action', 'Indie']",Giana Sisters: Twisted Dreams,223220,Black Forest Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Simulation', 'Strategy']",Tropico 4: Pirate Heaven DLC,205632,"Haemimont Games,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012
"['Strategy', 'Casual']",A Game of Dwarves,200370,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],XCOM: Enemy Unknown - Elite Soldier Pack,209811,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Action', 'Indie']",Hotline Miami,219150,Dennaton Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Free to Play', 'Massively Multiplayer', 'RPG']",ROSE Online,215120,Gravity Interactive,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Sleeping Dogs: The SWAT Pack,215245,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Sleeping Dogs: Screen Legends Pack,215248,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure', 'Strategy', 'RPG', 'Indie']",Krater - Character DLC Mayhem MK13,204734,Fatshark,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2012
"['Action', 'Adventure', 'Indie', 'Simulation']",Guns of Icarus Online,209080,Muse Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Action'],Condemned: Criminal Origins,4720,Monolith,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
['RPG'],Beyond Divinity,219760,Larian Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2004
"['Action', 'RPG']",Magicka: Grimnir's Laboratory,73120,Arrowhead Game Studios,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012
['RPG'],Divinity II: Developer's Cut,219780,Larian Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Avenged Sevenfold - Beast and the Harlot,206174,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Avenged Sevenfold - Afterlife,206175,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Action', 'Adventure', 'Indie']",POSTAL 2,223470,Running With Scissors,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003
"['Action', 'Adventure']",Sleeping Dogs: Ghost Pig,216330,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Racing'],F1 RACE STARS™,203680,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
"['Adventure', 'Indie']",Chaos on Deponia,220740,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Indie', 'Strategy']",Gemini Wars,216130,Camel101 LLC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Action', 'Free to Play', 'Massively Multiplayer']",APB Reloaded Urban Survival Pack,113405,Reloaded Productions,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
['Strategy'],Magic: The Gathering - 2013 Deck Pack 1,208830,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],Worms Revolution - Mars Pack,200188,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Strategy', 'Indie', 'Simulation']",Gratuitous Tank Battles - The Western Front,205541,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2012
"['Action', 'Indie']",Sine Mora,207040,Digital Reality,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure', 'Indie']",Fly'N,223730,Ankama,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Indie', 'Simulation']",Puddle,222140,Neko Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Adventure'],Memento Mori,200490,Bohemia Interactive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Clan of Champions - New Helmet Pack 1,215309,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Clan of Champions - Item Box +,215303,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Clan of Champions - New Armor Pack 1,215311,Acquire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Call of Duty®: Black Ops II,202970,Treyarch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Sleeping Dogs: Deep Undercover Pack,202193,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Sleeping Dogs - Triad Enforcer Pack,215253,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Racing'],F1 Race Stars - Music Accessory Pack,220803,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Sleeping Dogs: Square Enix Character Pack,216331,United Front Games,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Racing'],F1 Race Stars - Science Accessory Pack,220805,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
['Racing'],F1 Race Stars - Princess Accessory Pack,220804,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
['Racing'],F1 Race Stars - Nature Accessory Pack,220806,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
['Racing'],F1 Race Stars - Monster Accessory Pack,220807,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
"['RPG', 'Strategy']",Jagged Alliance 2 - Wildfire,215930,I-deal Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2004
['Action'],Hitman: Absolution: Bartoli Custom Gun,216414,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Hitman: Absolution: Agency HX UMP,216413,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Hitman: Absolution: Agency SPS 12,216412,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Hitman: Absolution: Deus Ex (Adam Jensen) Handgun,216421,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Hitman: Absolution: High Tech Disguise,216417,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Hitman: Absolution: Deus Ex (Adam Jensen) Disguise,216420,Io-Interactive A/S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Simulation'],The Sims 3: Supernatural,223593,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Simulation'],The Sims 3: Diesel Stuff,223592,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Simulation'],The Sims 3: Seasons,223594,The Sims Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Strategy'],"Magic 2013 ""Act of War"" Deck Key",208833,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],"Magic 2013 ""Sky and Scale"" Foil Conversion",208842,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],"Magic 2013 ""Act of War"" Foil Conversion",208834,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],"Magic 2013 ""Sky and Scale"" Deck Key",208841,Stainless Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],Worms Revolution: Medieval Tales DLC,200185,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Simulation'],Train Simulator: Union Pacific Big Boy Loco Add-On,208361,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Action', 'Adventure', 'Indie']",Miasmata,223510,IonFx,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Indie']",Stealth Bastard Deluxe - Soundtrack,209201,Curve Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Action'],Tomb Raider VI: The Angel of Darkness,225020,Core Design,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Indie']",Stealth Bastard Deluxe,209190,Curve Studios,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Racing', 'Simulation', 'Sports']",GT Legends,44690,SimBin Studios AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2005
['Simulation'],Trainz Simulator DLC: PRR T1,24676,N3V Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Adventure', 'Indie']",The Book of Unwritten Tales: The Critter Chronicles,221830,KING Art,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Adventure', 'Indie']",Primordia,227000,Wormwood Studios,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Strategy', 'Casual']",A Game of Dwarves: Star Dwarves,222222,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Strategy', 'Casual']",A Game of Dwarves: Ale Pack,222221,Zeal Game Studio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Simulation']",Mabinogi,212200,NEXON Korea Corp.,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2012
"['Strategy', 'Indie', 'Casual']",Triple Town,209950,Spry Fox LLC,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
"['Action', 'Adventure']",Legacy of Kain: Defiance,224300,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
"['Action', 'Adventure']",Legacy of Kain: Soul Reaver,224920,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Adventure']",Legacy of Kain: Soul Reaver 2,224940,Crystal Dynamics,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
['Simulation'],Train Simulator: Union Pacific SD45 Loco Add-On,208319,Digital Train Model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Action', 'Simulation', 'Strategy']",Iron Sky: Invasion,224900,Reality Pump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012
"['Action', 'Adventure']",Assassin’s Creed® III – The Hidden Secrets Pack,208491,Ubisoft Montreal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Action', 'Simulation', 'Strategy']",Port Royale 3: New Adventures DLC,215972,Gaming Minds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Nickelback - 3 Song Pack,222061,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Adventure', 'Indie']",A New Beginning - Final Cut,105000,Daedalic Entertainment,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Nickelback - How You Remind Me,222058,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
['Adventure'],NiGHTS Into Dreams,219950,SEGA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
['Simulation'],Train Simulator: Edinburgh-Glasgow Route Add-On,65216,Thomson Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny Scenario 1: Flink's Secret Diary,226350,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2012
['Strategy'],Hearts of Iron III: British Vehicle Spritepack,214987,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Strategy'],Hearts of Iron III: Japanese Vehicle Spritepack,214988,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012
['Action'],Rage: The Scorchers™,209460,id Software,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Simulation', 'Strategy']",Tropico 4: Vigilante DLC,205634,"Haemimont Games,Feral Interactive (Mac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - Wheels,222066,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - Times Likes These,222065,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - My Hero,222063,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - Walk,222062,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Action', 'Strategy', 'Indie']",A Virus Named TOM: Winter Wonderland,207660,Misfits Attic,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
['RPG'],Sacred 2 Gold,225640,Ascaron,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012
['Simulation'],Train Simulator: Donner Pass: Southern Pacific Route Add-On,65239,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2012
"['Indie', 'Casual']",Splice: Epilogue Soundtrack,209801,Cipher Prime Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
"['Adventure', 'Casual']",Angelica Weaver: Catch Me When You Can,218700,MumboJumbo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Racing'],F1 Race Stars - China Track,220813,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
['Racing'],F1 Race Stars - Canada Track,220812,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
"['Action', 'Indie']",Primal Fears,211280,DnS Development,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Racing'],F1 Race Stars - India Track,220811,Codemasters Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
['Strategy'],Worms Ultimate Mayhem - Multiplayer Pack DLC,70616,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
['Simulation'],Train Simulator: DB ICE 2 EMU Add-On,222545,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Action', 'Strategy', 'Casual']",Fieldrunners 2,215710,Subatomic Studios LLC,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Action', 'Strategy']",Sword of the Stars II Soundtrack,203060,Studio X Labs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion - Original Soundtrack,228600,"Ironclad Games,Stardock Entertainment",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Outcasts,41817,Positech Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - The Strokes - Reptilia,222076,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,226370,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013
['Action'],Painkiller Hell & Damnation: Satan Claus DLC,219136,The Farm 51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Commando Supremacy Pack,225821,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Commando Domination Pack,225822,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Indie', 'Strategy']",Spectromancer: Gathering of Power,22521,"Apus Software,Three Donkeys LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Siren Madness Pack,225823,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Gunzerker Madness Pack,225826,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Gunzerker Domination Pack,225828,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'RPG']",Borderlands 2: Siren Domination Pack,225825,"Gearbox Software,Aspyr (Mac &amp; Linux)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Indie', 'Simulation']",Strike Suit Zero Soundtrack,209545,Born Ready Games Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Action', 'Indie', 'Simulation']",Strike Suit Zero,209540,Born Ready Games Ltd.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2013
['Adventure'],The Cave,221810,Double Fine Productions,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Simulation']",Ace Combat Assault Horizon - Enhanced Edition,228400,NAMCO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Action', 'Indie']",Hotline Miami Soundtrack,219152,Dennaton Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Action', 'Adventure']",DmC: Devil May Cry,220440,Ninja Theory,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Strategy', 'Indie']",Defense Grid: Containment DLC,18523,"Hidden Path Entertainment, Inc.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Action', 'Indie']",Retrovirus,227800,Cadenza Interactive,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Casual', 'Indie']",DIVO,230760,Internal Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Simulation'],Cities in Motion: Design Quirks,206718,Colossal Order Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']","Rocksmith - Fall Out Boy - Sugar, We're Goin Down",222083,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Fall Out boy - I Don't Care,222086,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']","Rocksmith - Fall Out Boy - Dance, Dance",222084,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Fall Out Boy - Thnks fr th Mmrs,222085,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Fall Out Boy - America's Suitehearts,222087,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
['Action'],Street Fighter X Tekken: SF Booster Pack 5,210085,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Action'],Street Fighter X Tekken: SF Booster Pack 4,210084,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Action'],Street Fighter X Tekken: SF Booster Pack 3,210083,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Simulation'],Cities XL Platinum,231140,Focus Home Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
['Action'],Street Fighter X Tekken: SF Booster Pack 7,210087,"Capcom U.S.A., Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
['Action'],Street Fighter X Tekken: Additional 12 Characters Pack,210113,"Capcom U.S.A., Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,226390,Mind Over Matter Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013
"['Action', 'Indie']",Super House of Dead Ninjas,224820,Megadev,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Simulation', 'Strategy']",Omerta - City of Gangsters - The Bulgarian Colossus DLC,215373,Haemimont Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
"['Action', 'Adventure', 'Indie', 'Strategy']",A Valley Without Wind 2,228320,"Arcen Games, LLC",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Casual', 'Indie', 'Strategy']",Highborn,209850,Jet Set Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Kansas - Carry On Wayward Son,222093,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Ram Jam - Black Betty,222095,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Judas Priest - You've Got Another Thing Comin',222094,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Simulation', 'Strategy']",March of the Eagles,227760,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
['Adventure'],Assassin's Creed® III Tyranny of King Washington: The Infamy,227130,sin dato,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Incubus - Anna Molly,222098,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Incubus - Love Hurts,222097,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
"['Casual', 'Simulation']",Rocksmith - Incubus - Wish You Were Here,222096,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
